
SY-2#ZYL-1F-03#01-30U-NW-ACC-S5731,10.61.240.99,XGigabitEthernet0/0/1,-3.75,-2.10,
SY-2#ZYL-1F-03#01-30U-NW-ACC-S5731,10.61.240.99,XGigabitEthernet0/0/2,-3.23,-1.93,
SY-2#ZYL-1F-03#01-30U-NW-ACC-S5731,10.61.240.99,XGigabitEthernet0/0/4,-4.50,-2.63,
SY-2#ZYL-1F-03#01-30U-NW-ACC-S5731,10.61.240.99,XGigabitEthernet1/0/1,-2.86,-2.55,
SY-2#ZYL-1F-03#01-30U-NW-ACC-S5731,10.61.240.99,XGigabitEthernet1/0/2,-2.65,-2.29,
SY-2#ZYL-1F-03#01-30U-NW-ACC-S5731,10.61.240.99,XGigabitEthernet1/0/4,-3.93,-2.89,
SY-2#ZYL-1F-03#01-36U-NW-ACC-S5731,10.61.240.105,XGigabitEthernet0/0/3,-3.01,-3.29,
SY-2#ZYL-1F-03#01-36U-NW-ACC-S5731,10.61.240.105,XGigabitEthernet0/0/4,-3.78,-3.30,
SY-2#ZYL-1F-04#01-24U-NW-ACC-S5731,10.61.240.150,XGigabitEthernet0/0/3,-2.86,-3.26,
SY-2#ZYL-1F-04#01-24U-NW-ACC-S5731,10.61.240.150,XGigabitEthernet0/0/4,-5.36,-3.30,
SY-2#ZYL-1F-04#01-30U-NW-ACC-S5731,10.61.240.149,XGigabitEthernet0/0/3,-3.33,-4.19,
SY-2#ZYL-1F-04#01-30U-NW-ACC-S5731,10.61.240.149,XGigabitEthernet0/0/4,-2.25,-2.23,
SY-2#ZYL-2F-03#01-30U-NW-ACC-S5731,10.61.240.6,XGigabitEthernet0/0/3,-3.55,-2.42,
SY-2#ZYL-2F-03#01-30U-NW-ACC-S5731,10.61.240.6,XGigabitEthernet0/0/4,-6.17,-2.46,
SY-2#ZYL-2F-04#01-30U-NW-ACC-S5731,10.61.240.8,XGigabitEthernet0/0/1,-3.66,-2.00,
SY-2#ZYL-2F-04#01-30U-NW-ACC-S5731,10.61.240.8,XGigabitEthernet0/0/2,-2.94,-2.13,
SY-2#ZYL-2F-04#01-30U-NW-ACC-S5731,10.61.240.8,XGigabitEthernet0/0/4,-4.07,-2.58,
SY-2#ZYL-2F-04#01-30U-NW-ACC-S5731,10.61.240.8,XGigabitEthernet1/0/1,-2.57,-1.85,
SY-2#ZYL-2F-04#01-30U-NW-ACC-S5731,10.61.240.8,XGigabitEthernet1/0/2,-2.05,-2.24,
SY-2#ZYL-2F-04#01-30U-NW-ACC-S5731,10.61.240.8,XGigabitEthernet1/0/4,-3.51,-2.43,
SY-2#ZYL-3F-04#01-24U-NW-ACC-S5731,10.61.240.165,XGigabitEthernet0/0/3,-5.33,-3.34,
SY-2#ZYL-3F-04#01-24U-NW-ACC-S5731,10.61.240.165,XGigabitEthernet0/0/4,-5.47,-2.19,
SY-2#ZYL-3F-04#01-36U-NW-ACC-S5731,10.61.240.138,XGigabitEthernet0/0/1,-2.54,-2.11,
SY-2#ZYL-3F-04#01-36U-NW-ACC-S5731,10.61.240.138,XGigabitEthernet0/0/2,-3.18,-2.14,
